2500.000000, 200000.000000 
2500.000000, 200000.000000 
2500.000000, 200000.000000 
2500.000000, 200000.000000 
2500.000000, 200000.000000 
2500.000000, 200000.000000 
2500.000000, 200000.000000 
2500.000000, 200000.000000 
2500.000000, 200000.000000 
2500.000000, 200000.000000 
2500.000000, 200000.000000 
2500.000000, 200000.000000 
2500.000000, 200000.000000 
2500.000000, 200000.000000 
2500.000000, 200000.000000 
2500.000000, 200000.000000 
2500.000000, 70000.000000 
2500.000000, 70000.000000 
2500.000000, 70000.000000 
